,guess,score,left_offset,top_offset
273,Isiicaniriw,2378,1,11
274,Jsiicanrnlt,2380,0,11
275,Isiicanrrr,2383,1,11
276,Jslicaniriw,2388,0,11
277,Xliicanrrru,2391,0,11
278,Jslicanrrr,2393,0,11
279,Xliicanrnit,2394,0,11
280,Jliiicanirirx,2394,1,11
281,Jsiicanrnlb,2397,0,11
282,Jliiicaniriiu,2397,1,11
283,Jlulcanirird,2401,0,11
284,Ilulcanrrru,2401,1,11
285,Xiiicaeusit,2402,0,11
286,Xiiicaniisa,2403,0,11
287,Ilulcanrnit,2404,1,11
288,Jsiicanrrrs,2408,0,11
289,Jhfcaniriw,2408,0,11
290,Jlulcanrrrz,2409,0,11
291,Jhfcanrrr,2413,0,11
292,Isiicanrrsa,2414,1,11
293,Xiiicanrrrm,2415,0,11
294,Xiiicanrrrn,2415,0,11
295,Xilicanrnlt,2420,0,11
296,Jlulcanrnv,2421,0,11
297,Jlulcanrrre,2426,0,11
298,Ilulcanirirx,2430,1,11
299,Xiiicanirife,2432,0,11
300,Ilulcaniriiu,2433,1,11
301,Xiiicanrrio,2435,0,11
302,Xiiicaniriiv,2436,0,11
303,Xiiicaeusa,2436,0,11
304,Xilicanrnlb,2437,0,11
305,Jsiicanirird,2443,0,11
306,Isiicanrrru,2443,1,11
307,Jlulcanrrra,2444,0,11
308,Isiicanrnit,2446,1,11
309,Xilicanrrrs,2448,0,11
310,Jlulcanirifs,2450,0,11
311,Jsiicanrrrz,2451,0,11
312,Xiiicanrrrx,2451,0,11
313,Xiiicavosa,2452,0,11
314,Jslicanrrru,2453,0,11
315,Jlulcanrrn,2453,0,11
316,Jliiicanrnlt,2457,1,11
317,Xiiicaniislt,2458,0,11
318,Jlulcaniriru,2460,0,11
319,Xiiicanrnx,2462,0,11
320,Jsiicanrnv,2463,0,11
321,Jlilicaniriw,2465,1,11
322,Xiiicanirif,2466,0,11
323,Jsiicanrrre,2468,0,11
324,Jbfcaniriw,2470,1,11
325,Jlilicanrrr,2470,1,11
326,Isiicanirirx,2472,1,11
327,Jhfcanrrru,2473,0,11
328,Xiiicaniriix,2474,0,11
329,Jliiicanrnlb,2474,1,11
330,Xiiicaniislb,2475,0,11
331,Jbfcanrrr,2475,1,11
332,Xiiicanrrec,2476,0,11
333,Xiiicanirirs,2480,0,11
334,Xliicanrnlt,2483,0,11
335,Xiiicanrrrd,2484,0,11
336,Jliiicanrrrs,2485,1,11
337,Jsiicanrrra,2486,0,11
338,Ilulcanrnlt,2493,1,11
339,Ilulcanrnlb,2510,1,11
340,Jliiicanirird,2520,1,11
341,Ilulcanrrrs,2521,1,11
342,Jliiicanrrrz,2528,1,11
343,Jlliicaniriw,2528,1,11
344,Jlilicanrrru,2530,1,11
345,Jlliicanrrr,2533,1,11
346,Jlilicanrnit,2533,1,11
347,Jbfcanrrru,2535,1,11
348,Isiicanrnlt,2535,1,11
349,Jbfcanrnit,2538,1,11
350,Jliiicanrnv,2540,1,11
351,Islicaniriw,2543,1,11
352,Jliiicanrrre,2545,1,11
353,Islicanrrr,2548,1,11
354,Isiicanrnlb,2552,1,11
355,Ilulcanirird,2556,1,11
356,Ihfcaniriw,2563,1,11
357,Jliiicanrrra,2563,1,11
358,Isiicanrrrs,2563,1,11
359,Ilulcanrrrz,2564,1,11
360,Ihfcanrrr,2568,1,11
361,Jliiicanirifs,2569,1,11
362,Jliiicaniisit,2571,1,11
363,Jliiicanrrn,2572,1,11
364,Ilulcanrnv,2576,1,11
365,Aifcanrrr,2578,1,11
366,Jliiicaniriru,2579,1,11
367,Ilulcanrrre,2581,1,11
368,Jlliicanrrru,2593,1,11
369,Isiicanirird,2598,1,11
370,Ilulcanrrra,2599,1,11
371,Ilulcanirifs,2605,1,11
372,Jliiicaniisa,2605,1,11
373,Isiicanrrrz,2606,1,11
374,Islicanrrru,2608,1,11
375,Ilulcanrrn,2608,1,11
376,Ilulcaniriru,2615,1,11
377,Jliiicanrrrn,2617,1,11
378,Jliiicanrrrm,2617,1,11
379,Isiicanrnv,2618,1,11
380,Jlilicanrnlt,2622,1,11
381,Isiicanrrre,2623,1,11
382,Jbfcanrnlt,2627,1,11
383,Ihfcanrrru,2628,1,11
384,Jliiicanirife,2634,1,11
385,Jliiicanrrio,2637,1,11
386,Jliiicaniriiv,2638,1,11
387,Aifcanrrru,2638,1,11
388,Jlilicanrnlb,2639,1,11
389,Ilulcaniisa,2641,1,11
390,Isiicanrrra,2641,1,11
391,Jbfcanrnlb,2644,1,11
392,Isiicanirifs,2647,1,11
393,Isiicanrrn,2650,1,11
394,Jlilicanrrrs,2650,1,11
395,Ilulcanrrrn,2653,1,11
396,Ilulcanrrrm,2653,1,11
397,Jliiicanrrrx,2653,1,11
398,Jbfcanrrrs,2655,1,11
399,Isiicaniriru,2657,1,11
400,Idfcanrn,2727,2,11
401,Niicanrn,2796,2,11
402,Qiicanrn,2821,2,11
403,Iiiiicanrn,2851,2,11
404,Iafcanrn,2853,2,11
405,Vawrrvrz,2862,-1,13
406,Idfcanirir,2869,2,11
407,Idfcanirii,2872,2,11
408,Ibfiiutxzs,2881,0,13
409,Jbfiiutxzs,2895,-1,13
410,Idfcaniriw,2895,2,11
411,Idfcanrrr,2900,2,11
412,Tlfcanrn,2901,2,11
413,Idfcaniis,2930,2,11
414,Idfcanrrsa,2931,2,11
415,Niicanirir,2938,2,11
416,Ftllsotea,2948,-1,12
417,Idfcanrrru,2960,2,11
418,Idfcanrnit,2963,2,11
419,Qiicanirir,2963,2,11
420,Niicaniriw,2964,2,11
421,Niicanrrr,2969,2,11
422,Ibfiiuxtar,2984,0,13
423,Vawrrvmz,2985,-1,13
424,Txllsotea,2987,-2,12
425,Qiicaniriw,2989,2,11
426,Idfcanirirx,2989,2,11
427,Idfcaniriiu,2992,2,11
428,Iiiiicanirir,2993,2,11
429,Qiicanrrr,2994,2,11
430,Iafcanirir,2995,2,11
431,Jbfiiuxtar,2998,-1,13
432,Niicanrrsa,3000,2,11
433,Jefiiutxzs,3003,-1,13
434,Iefiiutxzs,3009,0,13
435,Ibfiiutxzu,3009,0,13
436,Ibfiiutxzsc,3018,0,13
437,Iiiiicaniriw,3019,2,11
438,Iafcaniriw,3021,2,11
439,Jbfiiutxzu,3023,-1,13
440,Iiiiicanrrr,3024,2,11
441,Varllltxzs,3025,-1,13
442,Qiicanrrsa,3025,2,11
443,Iafcanrrr,3026,2,11
444,Niicanrrru,3029,2,11
445,Vaicatvrz,3030,-1,13
446,Gtiiutxzs,3030,1,13
447,Jbfiiutxzsc,3032,-1,13
448,Niicanrnit,3032,2,11
449,Idfcanrnlt,3052,2,11
450,Qiicanrrru,3054,2,11
451,Qiicanrnit,3057,2,11
452,Niicanirirx,3058,2,11
453,Ibfiiutxcu,3059,0,13
454,Vawrrvua,3064,-1,13
455,Voiiutxzs,3066,0,13
456,Idfcanrnlb,3069,2,11
457,Tlfcaniriw,3069,2,11
458,Tlfcanrrr,3074,2,11
459,Idfcanrrrs,3080,2,11
460,Gfiiutxzs,3083,1,13
461,Qiicanirirx,3083,2,11
462,Iiiiicanrrru,3084,2,11
463,Iafcanrrru,3086,2,11
464,Iiiiicanrnit,3087,2,11
465,Iafcanrnit,3089,2,11
466,Itilfauamo,3090,-2,13
467,Ibfiiuxtarr,3092,0,13
468,Vawrrzcz,3095,-1,13
469,Ihoroxea,3099,0,12
470,Ibfiiuxtarn,3104,0,13
471,Ibfiiuxtarm,3104,0,13
472,Ibfiiuzxrs,3104,0,13
473,Jbfiiuxtarr,3106,-1,13
474,Itilfkuamo,3108,-2,13
475,Ftllsxrrzr,3108,-1,12
476,Itilfbuamo,3113,-2,13
477,Iiiiicanirirx,3113,2,11
478,Idfcanirird,3115,2,11
479,Iafcanirirx,3115,2,11
480,Jbfiiuxtarm,3118,-1,13
481,Jbfiiuxtarn,3118,-1,13
482,Ftllsocizr,3121,-1,12
483,Niicanrnlt,3121,2,11
484,Vawrrvrzc,3122,-1,13
485,Ibfiiueerz,3123,0,13
486,Idfcanrrrz,3123,2,11
487,Vawrrvmo,3126,-1,13
488,Nlicaniriw,3129,2,11
489,Gtiiuxtar,3133,1,13
490,Nlicanrrr,3134,2,11
491,Tlfcanrrru,3134,2,11
492,Idfcanrnv,3135,2,11
493,Jbfiiueerz,3137,-1,13
494,Tlfcanrnit,3137,2,11
495,Niicanrnlb,3138,2,11
496,Jefiiutxzsc,3140,-1,13
497,Idfcanrrre,3140,2,11
498,Ibfiiutxar,3141,0,13
499,Iefiiutxzsc,3146,0,13
500,Ibfiiutxzuc,3146,0,13
501,Qiicanrnlt,3146,2,11
502,Txllsxrrzr,3147,-2,12
503,Niicanrrrs,3149,2,11
504,Vawrrvmr,3150,-1,13
505,Vawrrvmn,3150,-1,13
506,Vawrrvmm,3150,-1,13
507,Vaicatvmz,3153,-1,13
508,Rfiiutxzs,3155,1,13
509,Jloiiutxzs,3157,1,13
510,Gtiiutxzu,3158,1,13
511,Idfcanrrra,3158,2,11
512,Ibfiiutxsx,3159,0,13
513,Txllsocizr,3160,-2,12
514,Jbfiiutxzuc,3160,-1,13
515,Ftllsxrxtr,3162,-1,12
516,Varllltxzsc,3162,-1,13
517,Qiicanrnlb,3163,2,11
518,Idfcanirifs,3164,2,11
519,Idfcaniisit,3166,2,11
520,Gtiiutxzsc,3167,1,13
521,Idfcanrrn,3167,2,11
522,Tltlcxrvzr,3169,-2,12
523,Jbfiiutxsx,3173,-1,13
524,Idfcaniriru,3174,2,11
525,Qiicanrrrs,3174,2,11
526,Txllsxivzr,3175,-2,12
527,Ibfiiuevrz,3176,0,13
528,Iiiiicanrnlt,3176,2,11
529,Iafcanrnlt,3178,2,11
530,Ibfiiutxsz,3182,0,13
531,Niicanirird,3184,2,11
532,Vawrrvmc,3185,-1,13
533,Jlrkzxrza,3189,1,12
534,Jbfiiuevrz,3190,-1,13
535,Ibfiiutxzsd,3190,0,13
536,Niicanrrrz,3192,2,11
537,Iiiiicanrnlb,3193,2,11
538,Ibfiiuenao,3194,0,13
539,Nlicanrrru,3194,2,11
540,Iafcanrnlb,3195,2,11
541,Jbfiiutxsz,3196,-1,13
542,Ibfiiutxcuc,3196,0,13
543,Idfcaniisa,3200,2,11
544,Txllsxrxtr,3201,-2,12
545,Ibfiiuxtarlb,3203,0,13
546,Ibfiiuxtarlh,3203,0,13
547,Voiiutxzsc,3203,0,13
548,Ibfiiuxtarlk,3203,0,13
549,Jbfiiutxzsd,3204,-1,13
550,Iiiiicanrrrs,3204,2,11
551,Niicanrnv,3204,2,11
552,Iafcanrrrs,3206,2,11
553,Jbfiiuenao,3208,-1,13
554,Niicanrrre,3209,2,11
555,Qiicanirird,3209,2,11
556,Idfcanrrrm,3212,2,11
557,Idfcanrrrn,3212,2,11
558,Ftllsxrrzrn,3216,-1,12
559,Jbfiiuxtarlb,3217,-1,13
560,Jbfiiuxtarlh,3217,-1,13
561,Jbfiiuxtarlk,3217,-1,13
562,Qiicanrrrz,3217,2,11
563,Ftllsotttr,3219,-1,12
564,Vawrrvnx,3219,-1,13
565,Gfiiutxzsc,3220,1,13
566,Tlfcanrnlt,3226,2,11
567,Niicanrrra,3227,2,11
568,Ftllsocizrn,3229,-1,12
569,Idfcanirife,3229,2,11
570,Qiicanrnv,3229,2,11
571,Vawrrvmx,3230,-1,13
572,Vaicatvua,3232,-1,13
573,Idfcanrrio,3232,2,11
574,Niicanirifs,3233,2,11
575,Idfcaniriiv,3233,2,11
576,Qiicanrrre,3234,2,11
577,Niicanrrn,3236,2,11
578,Iiiiicanirird,3239,2,11
579,Vaicatzcz,3241,-1,13
580,Ibfiiuzxrsc,3241,0,13
581,Gtiiuxtarr,3241,1,13
582,Iafcanirird,3241,2,11
583,Tlfcanrnlb,3243,2,11
584,Niicaniriru,3243,2,11
585,Ibfiiueemz,3246,0,13
586,Iiiiicanrrrz,3247,2,11
587,Vawrrzrt,3248,-1,13
588,Idfcanrrrx,3248,2,11
589,Ftllsxrrzio,3249,-1,12
590,Ibfiiutxarr,3249,0,13
591,Iafcanrrrz,3249,2,11
592,Iefiiueerz,3251,0,13
593,Qiicanrrra,3252,2,11
594,Gtiiuxtarn,3253,1,13
595,Gtiiuxtarm,3253,1,13
596,Gtiiuzxrs,3253,1,13
597,Tlfcanrrrs,3254,2,11
598,Txllsxrrzrn,3255,-2,12
599,Txllsotttr,3258,-2,12
600,Jbfiiueemz,3260,-1,13
601,Ibfiiutxzta,3260,0,13
602,Jltlcxrvzr,3260,1,12
603,Ibfiiutxarn,3261,0,13
604,Ibfiiutxarm,3261,0,13
605,Ftllsocizio,3262,-1,12
606,Ibfiiuenac,3263,0,13
607,Vawrrvrzd,3264,-1,13
608,Jltlcxorzr,3266,1,12
609,Txllsocizrn,3268,-2,12
610,Ftllsxrxtrn,3270,-1,12
611,Gtiiueerz,3272,1,13
612,Jbfiiutxzta,3274,-1,13
613,Vawrrvrzr,3275,-1,13
614,Tltlcxrvzrn,3277,-2,12
615,Jbfiiuenac,3277,-1,13
616,Ftllsxrxts,3280,-1,12
617,Ftllslditcoa,3282,-1,12
618,Ftllslditcou,3282,-1,12
619,Txllsxivzrn,3283,-2,12
620,Vawrrvuxs,3283,-1,13
621,Txorsrxtr,3289,-2,12
622,Vaicatvrzc,3290,-1,13
623,Rfiiutxzsc,3292,1,13
624,Vaicatvmo,3294,-1,13
625,Jloiiutxzsc,3294,1,13
626,Gtiiutxzuc,3295,1,13
627,Ibfiiutxsxc,3296,0,13
628,Ibfiiuevmz,3299,0,13
629,Itilfxzttar,3300,-2,13
630,Ftllsottcli,3301,-1,12
631,Itilfauamla,3304,-2,13
632,Vawrrvmd,3304,-1,13
633,Gtiiutxsx,3308,1,13
634,Txllsxrxtrn,3309,-2,12
635,Jbfiiutxsxc,3310,-1,13
636,Jefiiutxzsd,3312,-1,13
637,Jbfiiuevmz,3313,-1,13
638,Vaicatvmr,3318,-1,13
639,Vaicatvmm,3318,-1,13
640,Vaicatvmn,3318,-1,13
641,Iefiiutxzsd,3318,0,13
642,Ibfiiutxzud,3318,0,13
643,Txllsxrxts,3319,-2,12
644,Vawrrvum,3319,-1,13
645,Ibfiiutxszc,3319,0,13
646,Txllslditcoa,3321,-2,12
647,Txllslditcou,3321,-2,12
648,Itilfkuamla,3322,-2,13
649,Itilfxatvrz,3325,-2,13
650,Gtiiuevrz,3325,1,13
651,Gfiiueerz,3325,1,13
652,Txoroxttr,3326,-2,12
653,Itilfbuamla,3327,-2,13
654,Ftllsotttrn,3327,-1,12
655,Itilfxzrtar,3328,-2,13
656,Ftllsxrrzir,3330,-1,12
657,Gtiiutxsz,3331,1,13
658,Jbfiiutxzud,3332,-1,13
659,Jbfiiutxszc,3333,-1,13
660,Ihorsrxtr,3333,0,12
661,Ftllsottcliv,3334,-1,12
662,Varllltxzsd,3334,-1,13
663,Ibfiiuxtarlt,3335,0,13
664,Ftllsottts,3337,-1,12
665,Gtiiutxzsd,3339,1,13
666,Txllsottcli,3340,-2,12
667,Vawrrvmv,3342,-1,13
668,Ftllsocizir,3343,-1,12
669,Gtiiuenao,3343,1,13
670,Jltlcrtrza,3345,1,12
671,Jbfiiuxtarlt,3349,-1,13
672,Gtiiuxtarlh,3352,1,13
673,Gtiiuxtarlb,3352,1,13
674,Gtiiuxtarlk,3352,1,13
675,Ftllsoctcou,3353,-1,12
676,Ftllsoctcoa,3353,-1,12
677,Vaicatvmc,3353,-1,13
678,Ibfiiuxtard,3354,0,13
679,Vawrrzczc,3355,-1,13
680,Vawrrzrtr,3356,-1,13
681,Ibfiiutxarlb,3360,0,13
682,Ibfiiutxarlh,3360,0,13
683,Ibfiiutxarlk,3360,0,13
684,Gfiiutxsx,3361,1,13
685,Txllsotttrn,3366,-2,12
686,Vawrrzrtn,3368,-1,13
687,Jbfiiuxtard,3368,-1,13
688,Vawrrvuxz,3368,-1,13
689,Vawrrzrtm,3368,-1,13
690,Ibfiiutxcud,3368,0,13
691,Jltlcxrvzrn,3368,1,12
692,Txllsxrrzir,3369,-2,12
693,Ihoroxttr,3370,0,12
694,Jlrkzxnzr,3371,1,12
695,Txllsottcliv,3373,-2,12
696,Iefiiueemz,3374,0,13
697,Jltlcxorzrn,3374,1,12
698,Voiiutxzsd,3375,0,13
699,Txllsottts,3376,-2,12
700,Ptcxatvrz,3378,-2,13
701,Txllsocizir,3382,-2,12
702,Ftllsottcirv,3382,-1,12
703,Jefiiutxzta,3382,-1,13
704,Ibfiiueerzc,3383,0,13
705,Itilfauamc,3384,-2,13
706,Ftllsxrxtir,3384,-1,12
707,Gfiiutxsz,3384,1,13
708,Itilfauam,3385,-2,13
709,Jefiiuenac,3385,-1,13
710,Ibfiiueemo,3387,0,13
711,Iefiiutxzta,3388,0,13
712,Gtiiuzxrsc,3390,1,13
713,Tltlcxrvzir,3391,-2,12
714,Iefiiuenac,3391,0,13
715,Txllsoctcoa,3392,-2,12
716,Txllsoctcou,3392,-2,12
717,Gfiiutxzsd,3392,1,13
718,Qawrrvrz,3394,-2,13
719,Gtiiueemz,3395,1,13
720,Gfiiuenao,3396,1,13
721,Txorsrxtrn,3397,-2,12
722,Txllsxivzir,3397,-2,12
723,Jbfiiueerzc,3397,-1,13
724,Vaicatvmx,3398,-1,13
725,Ibfiiutxzsw,3400,0,13
726,Jbfiiueemo,3401,-1,13
727,Jltlcxrvzio,3401,1,12
728,Itilfkuamc,3402,-2,13
729,Itilfkuam,3403,-2,13
730,Vawrrvrze,3403,-1,13
731,Varllltxzta,3404,-1,13
